tab 	sites
age	age_high	age_low	age_sigma	age_unit	analysts	bed_dip	bed_dip_direction	citations	composite_depth	conglomerate_test	contact_test	core_depth	criteria	description	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_nrm_origin	dir_polarity	dir_r	dir_tilt_correction	elevation	external_database_ids	geographic_precision	geologic_classes	geologic_types	height	instrument_codes	int_abs	int_abs_sigma	int_abs_sigma_perc	int_n_samples	int_n_specimens	lat	lithologies	location	lon	magn_mass	magn_volume	method_codes	paleolat	paleolon	result_quality	result_type	samples	scientists	site	site_alternatives	software_packages	specimens	vadm	vadm_n_samples	vadm_sigma	vdm	vdm_n_samples	vdm_sigma	vgp_dm	vgp_dp	vgp_lat	vgp_lon	vgp_n_samples
								MOMOSE (1963)																						Igneous	Lava Flow								36	Not Specified	Japan	138	0.00041		LP-PI-TRM			g				KwI														
3.5			1.5	Ma				MOMOSE (1963)						KwI			-160	-30					p	n		100		PINT[517]		Igneous	Lava Flow			2.88e-05					36	Not Specified	Japan	138			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC3				i			KwI												-64	85	
								MOMOSE (1963)																						Igneous	Lava Flow								36	Not Specified	Japan	138	0.0018		LP-PI-TRM			g				Sehayagawa4														
3.5			1.5	Ma				MOMOSE (1963)						Sehayagawa4			-102	-63					p	n		100		PINT[532]		Igneous	Lava Flow			1.8e-05					36	Not Specified	Japan	138			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC3				i			Sehayagawa4												-32	9	
								MOMOSE (1963)																						Igneous	Lava Flow								36	Not Specified	Japan	138			LP-PI-TRM			g				SuIII														
3.5			1.5	Ma				MOMOSE (1963)						SuIII			-132	-42					p	n		100				Igneous	Lava Flow								36	Not Specified	Japan	138			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC3				i			SuIII												-46	45	
								MOMOSE (1963)																						Igneous	Lava Flow								36	Not Specified	Japan	138			LP-PI-TRM			g				SuVII														
3.5			1.5	Ma				MOMOSE (1963)						SuVII			168	-40					p	n		100				Igneous	Lava Flow								36	Not Specified	Japan	138			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC3				i			SuVII												-73	282	
								MOMOSE (1963)																						Igneous	Lava Flow								36	Not Specified	Japan	138	0.00079		LP-PI-TRM			g				WaIa														
3.5			1.5	Ma				MOMOSE (1963)						WaIa			166	-49					p	n		100		PINT[543]		Igneous	Lava Flow			3.42e-05					36	Not Specified	Japan	138			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC3				i			WaIa												-76	200	
								MOMOSE (1963)																						Igneous	Lava Flow								36	Not Specified	Japan	138	0.00149		LP-PI-TRM			g				WaIb														
3.5			1.5	Ma				MOMOSE (1963)						WaIb			-176	-38					p	n		100		PINT[544]		Igneous	Lava Flow			4.14e-05					36	Not Specified	Japan	138			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC3				i			WaIb												-75	115	
								MOMOSE (1963)																						Igneous	Lava Flow								36	Not Specified	Japan	138	0.00085		LP-PI-TRM			g				West of Akefuji Bashi13														
3.5			1.5	Ma				MOMOSE (1963)						West of Akefuji Bashi13			-94	-22					p	n		100		PINT[502]		Igneous	Lava Flow			1.17e-05					36	Not Specified	Japan	138			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC3				i			West of Akefuji Bashi13												-8	38	
								MOMOSE (1963)																						Igneous	Lava Flow								36	Not Specified	Japan	138	0.00168		LP-PI-TRM			g				West of Seto2														
3.5			1.5	Ma				MOMOSE (1963)						West of Seto2			157	-42					p	n		100		PINT[533]		Igneous	Lava Flow			1.935e-05					36	Not Specified	Japan	138			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC3				i			West of Seto2												-55	179	
								SOLODOVNIKOV (2000)															p	n						Extrusive:Igneous	Lava Flow								40.2	Basalt	Armenia	44.6			DE-BFL:LP-PI-TRM			g				13														
0.75			0.05	Ma				SOLODOVNIKOV (2000)						13	3		350	61	55				p	n		100		PINT[2540]		Extrusive:Igneous	Lava Flow			4.9e-05	6.6332495807108e-06			44	40.2	Basalt	Armenia	44.6			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			13												82	293	
								SOLODOVNIKOV (2000)															p	n						Extrusive:Igneous	Lava Flow								39.5	Basalt	Armenia	46			DE-BFL:LP-PI-TRM			g				15														
0.7			0.05	Ma				SOLODOVNIKOV (2000)						15	8		357	62	42				p	n		100		PINT[2542]		Extrusive:Igneous	Lava Flow			4.8e-05	6.6332495807108e-06			11	39.5	Basalt	Armenia	46			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			15												86	262	
								SOLODOVNIKOV (2000)															p	n						Extrusive:Igneous	Lava Flow								39.9	Andesite	Armenia	45.7			DE-BFL:LP-PI-TRM			g				19														
0.6			0.05	Ma				SOLODOVNIKOV (2000)						19	5		357	61	58				p	n		100		PINT[2546]		Extrusive:Igneous	Lava Flow			4.9e-05	8e-06			16	39.9	Andesite	Armenia	45.7			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			19												87	274	
								SOLODOVNIKOV (2000)															p	n						Igneous	Volcanic Ash								40.8	Dolerite	Armenia	43.8			DE-BFL:LP-PI-TRM			g				21														
0.6			0.05	Ma				SOLODOVNIKOV (2000)						21	4		359	59	65				p	n		100		PINT[2548]		Igneous	Volcanic Ash			4.8e-05	3.87298334620742e-06			15	40.8	Dolerite	Armenia	43.8			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			21												89	274	
								SOLODOVNIKOV (2000)															p	n						Extrusive:Igneous	Lava Flow								40.3	Andesite	Armenia	44.2			DE-BFL:LP-PI-TRM			g				27														
0.45			0.05	Ma				SOLODOVNIKOV (2000)						27	8		7	67	42				p	n		100		PINT[2554]		Extrusive:Igneous	Lava Flow			4.8e-05	6.32455532033676e-06			10	40.3	Andesite	Armenia	44.2			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			27												79	200	
								SOLODOVNIKOV (2000)															p	n						Metamorphic	Baked Contact								40.3	Clay	Armenia	44.4			DE-BFL:LP-PI-TRM			g				29														
0.45			0.05	Ma				SOLODOVNIKOV (2000)						29	3		357	58	90				p	n		100		PINT[2556]		Metamorphic	Baked Contact			4.7e-05	5.29150262212918e-06			28	40.3	Clay	Armenia	44.4			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			29												87	275	
								SOLODOVNIKOV (2000)															p	n						Igneous	Volcanic Ash								40.3	Andesite	Armenia	44.4			DE-BFL:LP-PI-TRM			g				30														
0.4			0.05	Ma				SOLODOVNIKOV (2000)						30	4		359	51	65				p	n		100		PINT[2557]		Igneous	Volcanic Ash			4.7e-05	1.0770329614269e-05			29	40.3	Andesite	Armenia	44.4			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			30												81	229	
								SOLODOVNIKOV (2000)															p	n						Extrusive:Igneous	Lava Flow								39.8	Basalt	Armenia	45.4			DE-BFL:LP-PI-TRM			g				35														
0.35			0.05	Ma				SOLODOVNIKOV (2000)						35	5		348	54	59				p	n		100		PINT[2562]		Extrusive:Igneous	Lava Flow			5e-05	3.46410161513775e-06			12	39.8	Basalt	Armenia	45.4			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			35												79	289	
								SOLODOVNIKOV (2000)															p	n						Extrusive:Igneous	Lava Flow								40.2	Andesite	Armenia	44.8			DE-BFL:LP-PI-TRM			g				42														
0.1			0.05	Ma				SOLODOVNIKOV (2000)						42	4		357	65	60				p	n		100		PINT[2569]		Extrusive:Igneous	Lava Flow			4.6e-05	4.89897948556635e-06			24	40.2	Andesite	Armenia	44.8			LP-DIR:LP-PI-TRM:DE-BFL:LP-DC2				i			42												83	242	
								Bohrson et al. 1996:SBARBORI ET AL. (2009)																						Extrusive:Igneous	Lava Flow								18.78	Trachyte	Isla Socorro	249.079										90-36														
372			4	Ka				SBARBORI ET AL. (2009)						90-36																									18.78		Isla Socorro	249.079			GM-ARAR				i			90-36														
								Bohrson et al. 1996:SBARBORI ET AL. (2009)																						Extrusive:Igneous	Lava Flow								18.798	Trachyte	Isla Socorro	249.077										90-43B														
481			5	Ka				SBARBORI ET AL. (2009)						90-43B														PINT[8737]						0.0000275	0.0000027			4	18.798		Isla Socorro	249.077			LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:GM-ARAR				i			90-43B				62	4	6.03								
								Bohrson et al. 1996:SBARBORI ET AL. (2009)																						Extrusive:Igneous	Lava Flow								18.762	Trachyte	Isla Socorro	249.083										91-46														
518			5	Ka				SBARBORI ET AL. (2009)						91-46																									18.762		Isla Socorro	249.083			GM-ARAR				i			91-46														
	550	15		Ka				SBARBORI ET AL. (2009)						sc09	3.5		357.6	21.2	374.6				p	n		100		PINT[8731]		Extrusive:Igneous	Volcanic Dome			0.0000254	0.0000005			2	18.77505	Rhyolite	Isla Socorro	249.04206			LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:DE-BFL:GM-CC-STRAT				i			sc09				57.2	2	1.1				3.2	2	82.2	80.7	9
	550	15		Ka				SBARBORI ET AL. (2009)						sc15	2.7		317.9	20.8	862.3				p	n		100		PINT[8734]		Extrusive:Igneous	Lava Flow			0.000038	0.0000001			2	18.7934	Trachyte	Isla Socorro	249.07404			LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:DE-BFL:GM-CC-STRAT				i			sc15				85.7	2	0.21				3.1	2	49.4	153.3	6
	550	15		Ka				SBARBORI ET AL. (2009)						sc17	4.5		347.3	28.3	225.4				p	n		100		PINT[8735]		Extrusive:Igneous	Lava Flow			0.0000323	0.000001			2	18.8016	Trachyte	Isla Socorro	249.0807			LP-DC4:LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-BT-IZZI:LP-PI-TRM:DE-BFL:GM-CC-STRAT				i			sc17				72.8	2	2.2				4.8	3	77.3	143.9	6
								SENANAYAKE ET AL. (1982)															p	r						Extrusive:Igneous	Lava Flow								-29.03	Basalt	Norfolk Island	167.958			LP-PI-TRM:DE-BFL:LP-DIR-T			g				Norfolk Island 10														
	3.1	2.35		Ma				SENANAYAKE ET AL. (1982)						Norfolk Island 10			198.1	42.5					p	n		100		PINT[883]		Extrusive:Igneous	Lava Flow			0.000026335	0.000000435				-29.03	Basalt	Norfolk Island	167.958			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC2				i			Norfolk Island 10							5.52E+22							
								SENANAYAKE ET AL. (1982)															p	n						Extrusive:Igneous	Lava Flow								-21	Basalt	Reunion	55.5			LP-PI-TRM:DE-BFL:LP-DIR-T			g				Reunuion Island 2														
	2	0.6		Ma				SENANAYAKE ET AL. (1982)						Reunuion Island 2			1.3	-18.8					p	n		100		PINT[890]		Extrusive:Igneous	Lava Flow			0.00004021	0.00000261				-21	Basalt	Reunion	55.5			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC2				i			Reunuion Island 2							9.99E+22							
								SENANAYAKE ET AL. (1982)															p	r						Extrusive:Igneous	Lava Flow								-21	Basalt	Reunion	55.5			LP-PI-TRM:DE-BFL:LP-DIR-T			g				Reunuion Island 4														
	2	0.6		Ma				SENANAYAKE ET AL. (1982)						Reunuion Island 4			181.8	46.3					p	n		100		PINT[892]		Extrusive:Igneous	Lava Flow			0.00002959					-21	Basalt	Reunion	55.5			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC2				i			Reunuion Island 4							5.97E+22							
								SENANAYAKE ET AL. (1982)															p	n						Extrusive:Igneous	Lava Flow								-17.65	Basalt	Society Islands	210.57			LP-PI-TRM:DE-BFL:LP-DIR-T			g				Tahiti T6														
	1.3	0.4		Ma				SENANAYAKE ET AL. (1982)						Tahiti T6			358.9	-28.6					p	n		100		PINT[902]		Extrusive:Igneous	Lava Flow			2.19233333333333E-05	0.00000161				-17.65	Basalt	Society Islands	210.57			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC2				i			Tahiti T6							5.16E+22							
								SENANAYAKE ET AL. (1982)															p	r						Extrusive:Igneous	Lava Flow								-37.8	Basalt	Australia	144.8			LP-PI-TRM:DE-BFL:LP-DIR-T			g				Victoria 6														
	4.5	0		Ma				SENANAYAKE ET AL. (1982)						Victoria 6			183.7	58.5					p	n		100		PINT[904]		Extrusive:Igneous	Lava Flow			0.00006594	0.00000226				-37.8	Basalt	Australia	144.8			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC2				i			Victoria 6							1.15E+23							
								SENANAYAKE ET AL. (1982)															p	n						Extrusive:Igneous	Lava Flow								65	Basalt	Iceland	345			LP-PI-TRM:DE-BFL:LP-DIR-T			g				Iceland EQ36														
	4.9	3.9		Ma				SENANAYAKE ET AL. (1982)						Iceland EQ36			337.8	69.6					p	n		100		PINT[864]		Extrusive:Igneous	Lava Flow			0.0001382	0.00000205				65	Basalt	Iceland	345			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC2				i			Iceland EQ36							2.088E+23							
								SENANAYAKE ET AL. (1982)															p	r						Extrusive:Igneous	Lava Flow								-20.3	Basalt	Mauritius Island	57.55			LP-PI-TRM:DE-BFL:LP-DIR-T			g				Mauritius Island 5														
	3.5	0.2		Ma				SENANAYAKE ET AL. (1982)						Mauritius Island 5			169.1	36					p	n		100		PINT[878]		Extrusive:Igneous	Lava Flow			0.00002364	0.00000132				-20.3	Basalt	Mauritius Island	57.55			LP-DIR-T:LP-PI-ALT-PTRM:LP-PI-TRM:DE-BFL:LP-DC2				i			Mauritius Island 5							5.26E+22							
								BURLATSKAYA & CHELIDZE (1987)																						Archeologic	Baked Clay								42.4	Not Specified	Georgia	42.1			LP-PI							1717														
-2450			50	Years AD (+/-)				BURLATSKAYA & CHELIDZE (1987)						geomagia50 record. GEOMAGIA50:1717, VGPs calculated by MagIC team: geomagia50 v 2. 0 record.	0		10	43		5			p	n		0		ARCHEOINTB [ 1717]: GEOMAGIA50[ ArcheoIntNB475 ]:CALS7K.2 [none ]						0.000056	0.0000064	11.4	5	5	42.4		Georgia	42.1			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g	i			1717				9.42E+22		1.08E+22	9.36E+22	5	1.07E+22	0	0	70.7	193.6	
								BURLATSKAYA & CHELIDZE (1987)																						Archeologic	Baked Clay								42.4	Not Specified	Georgia	42.1			LP-PI							1718														
-2100			100	Years AD (+/-)				BURLATSKAYA & CHELIDZE (1987)						geomagia50 record. GEOMAGIA50:1718, VGPs calculated by MagIC team: geomagia50 v 2. 0 record.	0		2	55		5			p	n		0		ARCHEOINTB [ 1718]: GEOMAGIA50[ ArcheoIntNB476 ]:CALS7K.2 [none ]						0.000058	0.0000062	10.7	5	5	42.4		Georgia	42.1			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g	i			1718				9.76E+22		1.04E+22	8.64E+22	5	9.2E+21	0	0	83	208.7	
								BURLATSKAYA & CHELIDZE (1987)																						Archeologic	Baked Clay								41.9	Not Specified	Georgia	41.7			LP-PI							1720														
-1150			50	Years AD (+/-)				BURLATSKAYA & CHELIDZE (1987)						geomagia50 record. GEOMAGIA50:1720, VGPs calculated by MagIC team: geomagia50 v 2. 0 record.	0		355	53		5			p	n		0		ARCHEOINTB [ 1720]: GEOMAGIA50[ ArcheoIntNB478 ]:CALS7K.2 [none ]						0.000056			5	5	41.9		Georgia	41.7			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g	i			1720				9.47E+22			8.48E+22	5		0	0	80.8	248.6	
								BURLATSKAYA & CHELIDZE (1987)																						Archeologic	Baked Clay								41.8	Not Specified	Georgia	44.7			LP-PI							1731														
-325			25	Years AD (+/-)				BURLATSKAYA & CHELIDZE (1987)						geomagia50 record. GEOMAGIA50:1731, VGPs calculated by MagIC team: geomagia50 v 2. 0 record.	0		326	63		5			p	n		0		ARCHEOINTB [ 1731]: GEOMAGIA50[ ArcheoIntNB489 ]:CALS7K.2 [none ]						0.000072	0.0000072	10	5	5	41.8		Georgia	44.7			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g	i			1731				1.219E+23		1.22E+22	1.013E+23	5	1.01E+22	0	0	65.2	332.4	
								BURLATSKAYA & CHELIDZE (1987)																						Archeologic	Baked Clay								42.3	Not Specified	Georgia	45.5			LP-PI							1733														
-250			100	Years AD (+/-)				BURLATSKAYA & CHELIDZE (1987)						geomagia50 record. GEOMAGIA50:1733, VGPs calculated by MagIC team: geomagia50 v 2. 0 record.	0		341	58		5			p	n		0		ARCHEOINTB [ 1733]: GEOMAGIA50[ ArcheoIntNB491 ]:CALS7K.2 [none ]						0.000062	0.0000077	12.4	5	5	42.3		Georgia	45.5			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g	i			1733				1.044E+23		1.3E+22	9.02E+22	5	1.12E+22	0	0	75.1	307.7	
								BURLATSKAYA & CHELIDZE (1987)																						Archeologic	Baked Clay								42.1	Not Specified	Georgia	42.3			LP-PI							1734														
-175			25	Years AD (+/-)				BURLATSKAYA & CHELIDZE (1987)						geomagia50 record. GEOMAGIA50:1734, VGPs calculated by MagIC team: geomagia50 v 2. 0 record.	0		331	47		5			p	n		0		ARCHEOINTB [ 1734]: GEOMAGIA50[ ArcheoIntNB492 ]:CALS7K.2 [none ]						0.000059	0.000007	11.9	5	5	42.1		Georgia	42.3			LP-PI-ALT-PTRM:DE-BFL:LP-PI-TRM			g	i			1734				9.96E+22		1.18E+22	9.45E+22	5	1.12E+22	0	0	62.7	291	
								SPATHARAS ET AL. (2000)						Classic Hellenistic.																Archeologic	Baked Clay								40.8	Not Specified	Greece	23.8			LP-PI							881														
-200			300	Years AD (+/-)				SPATHARAS ET AL. (2000)						geomagia50 record. GEOMAGIA50:881, geomagia50 v 2. 0 record.														ARCHEOINTB [ 881]: GEOMAGIA50[ ArcheoIntNB2786-2788 ]:CALS7K.2 [none ]						0.00007318	0.00000933	12.7	10	10	40.8		Greece	23.8			DA-NO:LP-PI-ALT-PTRM:LP-PI-TRM			g	i			881				1.253E+23		1.6E+22		10						
								10.5636/EPS.53.893																						Igneous:Extrusive	Lava Flow								19.19	Basalt	Mexico	260.75			SO-SM:FS-FD							JL														
0.01868			0.00012	Ma				10.5636/EPS.53.893						JL	4.2		358.8	45	131				p	n		100													19.19		Mexico	260.75			LP-DC5:LP-DIR:DE-BFL:GM-C14				i			JL												82.4	152.9	
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								42.1	Not Specified	Georgia	42.3			LP-PI							1605														
-48			50	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1605, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1605]: GEOMAGIA50[ ArcheoIntNB428 ]:CALS7K.2 [none ]						0.000049	0.0000098	20	3	3	42.1		Georgia	42.3			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1605				8.27E+22		1.65E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								41.8	Not Specified	Georgia	44.7			LP-PI							1610														
260			60	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1610, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1610]: GEOMAGIA50[ ArcheoIntNB433 ]:CALS7K.2 [none ]						0.0000529	0.0000106	20	3	3	41.8		Georgia	44.7			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1610				8.96E+22		1.79E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								43	Not Specified	Georgia	41			LP-PI							1615														
360			60	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1615, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1615]: GEOMAGIA50[ ArcheoIntNB438 ]:CALS7K.2 [none ]						0.00005	0.00001	20	3	3	43		Georgia	41			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1615				8.36E+22		1.67E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								42.3	Not Specified	Georgia	41.7			LP-PI							1620														
475			75	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1620, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1620]: GEOMAGIA50[ ArcheoIntNB443 ]:CALS7K.2 [none ]						0.00006	0.000012	20	3	3	42.3		Georgia	41.7			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1620				1.01E+23		2.02E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								43.2	Not Specified	Georgia	40.3			LP-PI							1621														
500			10	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1621, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1621]: GEOMAGIA50[ ArcheoIntNB444 ]:CALS7K.2 [none ]						0.000067	0.0000134	20	3	3	43.2		Georgia	40.3			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1621				1.117E+23		2.23E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								43	Not Specified	Georgia	41			LP-PI							1627														
700			10	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1627, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1627]: GEOMAGIA50[ ArcheoIntNB450 ]:CALS7K.2 [none ]						0.000067	0.0000179	26.7	3	3	43		Georgia	41			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1627				1.12E+23		2.99E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								43	Not Specified	Georgia	41			LP-PI							1628														
700			100	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1628, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1628]: GEOMAGIA50[ ArcheoIntNB451 ]:CALS7K.2 [none ]						0.000062	0.0000124	20	3	3	43		Georgia	41			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1628				1.036E+23		2.07E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								43	Not Specified	Georgia	41			LP-PI							1632														
1025			75	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1632, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1632]: GEOMAGIA50[ ArcheoIntNB455 ]:CALS7K.2 [none ]						0.000061	0.0000122	20	3	3	43		Georgia	41			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1632				1.019E+23		2.04E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								42.3	Not Specified	Georgia	44.6			LP-PI							1634														
1150			150	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1634, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1634]: GEOMAGIA50[ ArcheoIntNB457 ]:CALS7K.2 [none ]						0.000053	0.0000106	20	3	3	42.3		Georgia	44.6			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1634				8.92E+22		1.78E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								43	Not Specified	Georgia	41.2			LP-PI							1647														
1845			5	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1647, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1647]: GEOMAGIA50[ ArcheoIntNB470 ]:CALS7K.2 [none ]						0.000041	0.0000082	20	3	3	43		Georgia	41.2			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1647				6.85E+22		1.37E+22		3						
								BURAKOV ET AL. (1982)																						Archeologic	Mixed Archeological Objects								43	Not Specified	Georgia	41			LP-PI							1648														
1880			50	Years AD (+/-)				BURAKOV ET AL. (1982)						geomagia50 record. GEOMAGIA50:1648, geomagia50 v 2. 0 record.														ARCHEOINTB [ 1648]: GEOMAGIA50[ ArcheoIntNB471 ]:CALS7K.2 [none ]						0.000038	0.0000076	20	3	3	43		Georgia	41			LP-PI-ALT-PTRM:LP-PI-TRM			g	i			1648				6.35E+22		1.27E+22		3						
								HUSSAIN (1983)																						Archeologic	Ceramic								30.8	Not Specified	Egypt	32			LP-PI							2688														
-3100			100	Years AD (+/-)				HUSSAIN (1983)						geomagia50 record. GEOMAGIA50:2688, geomagia50 v 2. 0 record.														ARCHEOINTB [ 2688]: GEOMAGIA50[ ArcheoIntNB1422-1435 ]:CALS7K.2 [none ]						0.0000376	0.00000007	0.2	2	2	30.8		Egypt	32			LP-PI-TRM			g	i			2688				7.28E+22		1E+20		2						
								HUSSAIN (1983)																						Archeologic	Ceramic								29.5	Not Specified	Egypt	30.6			LP-PI							2695														
159			12	Years AD (+/-)				HUSSAIN (1983)						geomagia50 record. GEOMAGIA50:2695, geomagia50 v 2. 0 record.	2.8				227	11			p	n		100		ARCHEOINTB [ 2695]: GEOMAGIA50[ ArcheoIntNB1422-1435 ]:CALS7K.2 [none ]						0.0000563	0.00000191	3.4	2	2	29.5		Egypt	30.6			DE-BFL:LP-PI-TRM			g	i			2695				1.108E+23		3.8E+21	1.091E+23	2	3.7E+21					
								HUSSAIN (1983)																						Archeologic	Ceramic								29.5	Not Specified	Egypt	30.6			LP-PI							2696														
159			12	Years AD (+/-)				HUSSAIN (1983)						geomagia50 record. GEOMAGIA50:2696, geomagia50 v 2. 0 record.	2.8				227	11			p	n		100		ARCHEOINTB [ 2696]: GEOMAGIA50[ ArcheoIntNB1422-1435 ]:CALS7K.2 [none ]						0.0000504	0.00000226	4.5	2	2	29.5		Egypt	30.6			DE-BFL:LP-PI-TRM			g	i			2696				9.92E+22		4.4E+21	9.76E+22	2	4.4E+21					
								HUSSAIN (1983)																						Archeologic	Brick								29.5	Not Specified	Egypt	30.6			LP-PI							2698														
210			50	Years AD (+/-)				HUSSAIN (1983)						geomagia50 record. GEOMAGIA50:2698, geomagia50 v 2. 0 record.	2.8				227	11			p	n		100		ARCHEOINTB [ 2698]: GEOMAGIA50[ ArcheoIntNB1422-1435 ]:CALS7K.2 [none ]						0.0000372	0.0000074	19.9	1	1	29.5		Egypt	30.6			DE-BFL:LP-PI-TRM			g	i			2698				7.32E+22		1.46E+22	7.21E+22	1	1.43E+22					
